DISTRIBUTOR,DIST_SKU CODE,DIST_SKU NAME,iNova_GL SKU Code,iNova_ID SKU NAME,iNova_GL CATEGORY,iNova_ID SUB CATEGORY,iNova_Finance_Code,iNova_SKU_Status,Short Desc
PPG,420005-MM,BETADINE SOLUTION 30 ML - MT,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
PPG,420006-MM,BETADINE SOLUTION 60 ML - MT,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
PPG,420014,BETADINE OINTMENT 5 GR,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
PPG,420014-MM,BETADINE OINTMENT 5 GR - MT,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
PPG,420016-MM,BETADINE OINTMENT 20 GR - MT,105438,BETADINE OINTMENT 20GR,WOUND,OINTMENT,IT-00047,ACTIVE,OINT 20
PPG,420021-MM,BETADINE VAG DOUCHE 100 ML PA-MT,105446,BETADINE VAGINAL DOUCHE 100ML (PA),FEMININE,PVPI DOUCHE,IT-00081,ACTIVE,VD 100
PPG,420054,BETADINE SABUN CAIR 100ML,105444,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100
PPG,420072,BETADINE FEM HYGIENE 60 ML,105447,BETADINE FEMININE HYGIENE 60ML,FEMININE,PVPI WASH,IT-00086,ACTIVE,FH 60
PPG,420072-MM,BETADINE FEM HYGIENE 60ML-MT,105447,BETADINE FEMININE HYGIENE 60ML,FEMININE,PVPI WASH,IT-00086,ACTIVE,FH 60
PPG,K40002,BETADINE FEM FOAM GENTLE 100ML,105449,BETADINE FW FOAM GENTLE 100ML,FEMININE,ANGELA FOAM,IT-02788,RE-PIPELINE,FOAM GENTLE 100
PPG,K40004,BETADINE FEM FOAM FRESH 100ML,105450,BETADINE FW FOAM FRESH 100ML,FEMININE,ANGELA FOAM,IT-02789,RE-PIPELINE,FOAM FRESH 100
PPG,K40008,BETADINE WIPES GENTLE 10's,105448,BETADINE FEMININE WIPES 10'S,FEMININE,ANGELA WIPES,IT-02785,RE-PIPELINE,WIPES
PPG,K40009,BETADINE FEM BLOSSOM 110ML,105460,BETADINE FW SIRIH RADIANCE BLOSSOM 110ML,FEMININE,HERBALIFE,IT-02801,ACTIVE,SIRIH BLOSSOM 100
PPG,K40010,BETADINE FEM FLORAL 110ML,105461,BETADINE FW SIRIH FIRMING FLORAL 110ML,FEMININE,HERBALIFE,IT-02802,RE-PIPELINE,SIRIH FLORAL 100
PPG,K40020,BETADINE OINTMENT 5 GR,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
PPG,K40021,BETADINE OINTMENT 10 GR,105437,BETADINE OINTMENT 10GR,WOUND,OINTMENT,IT-00045,ACTIVE,OINT 10
PPG,K40022,BETADINE OINTMENT 20 GR,105438,BETADINE OINTMENT 20GR,WOUND,OINTMENT,IT-00047,ACTIVE,OINT 20
PPG,K40023,BETADINE SOLUTION 5 ML,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
PPG,K40023-TM,BETADINE SOLUTION 5 ML-TM,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
PPG,K40024,BETADINE SOLUTION 15 ML,105440,BETADINE SOLUTION 15ML,WOUND,SOLUTIONS,IT-00062,ACTIVE,SOL 15
PPG,K40024-TM,BETADINE SOLUTION 15 ML-TM,105440,BETADINE SOLUTION 15ML,WOUND,SOLUTIONS,IT-00062,ACTIVE,SOL 15
PPG,K40025,BETADINE SOLUTION 30 ML,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
PPG,K40025-TM,BETADINE SOLUTION 30 ML-TM,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
PPG,K40026,BETADINE SOLUTION 60 ML,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
PPG,K40026-TM,BETADINE SOLUTION 60 ML-TM,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
PPG,K40028,BETADINE SABUN CAIR 100 ML,105444,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100
PPG,K40032,BETADINE SOLUTION 1000 ML,105443,BETADINE SOLUTION 1L,WOUND,SOLUTIONS,IT-00067,ACTIVE,SOL 1L
PPG,S50001,BETADINE FEM FOAM GENTLE 100ML,105449,BETADINE FW FOAM GENTLE 100ML,FEMININE,ANGELA FOAM,IT-02788,RE-PIPELINE,FOAM GENTLE 100
PPG,S50002,BETADINE FEM FOAM FRESH 100ML,105450,BETADINE FW FOAM FRESH 100ML,FEMININE,ANGELA FOAM,IT-02789,RE-PIPELINE,FOAM FRESH 100
PPG,S50003,BETADINE WIPES GENTLE 10's,105448,BETADINE FEMININE WIPES 10'S,FEMININE,ANGELA WIPES,IT-02785,RE-PIPELINE,WIPES
PPG,S50004,BETADINE FEM BLOSSOM 110ML,105460,BETADINE FW SIRIH RADIANCE BLOSSOM 110ML,FEMININE,HERBALIFE,IT-02801,ACTIVE,SIRIH BLOSSOM 100
PPG,S50005,BETADINE FEM FLORAL 110ML,105461,BETADINE FW SIRIH FIRMING FLORAL 110ML,FEMININE,HERBALIFE,IT-02802,RE-PIPELINE,SIRIH FLORAL 100
PPG,S50006,BETADINE OINTMENT 5GR,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
PPG,S50007,BETADINE OINTMENT 10GR,105437,BETADINE OINTMENT 10GR,WOUND,OINTMENT,IT-00045,ACTIVE,OINT 10
PPG,S50008,BETADINE OINTMENT 20GR,105438,BETADINE OINTMENT 20GR,WOUND,OINTMENT,IT-00047,ACTIVE,OINT 20
PPG,S50009,BETADINE SOLUTION 5ML,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
PPG,S50010,BETADINE SOLUTION 15ML,105440,BETADINE SOLUTION 15ML,WOUND,SOLUTIONS,IT-00062,ACTIVE,SOL 15
PPG,S50011,BETADINE SOLUTION 30ML,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
PPG,S50012,BETADINE SOLUTION 60ML,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
PPG,S50013,BETADINE SABUN CAIR 100ML,105444,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100
PPG,S50014,BETADINE SOLUTION 1000ML,105443,BETADINE SOLUTION 1L,WOUND,SOLUTIONS,IT-00067,ACTIVE,SOL 1L
PPG,420003-MM,BETADINE SOLUTION 5 ML - MT,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
PPG,420006,BETADINE SOLUTION 60 ML,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
PPG,420015,BETADINE OINTMENT 10 GR,105437,BETADINE OINTMENT 10GR,WOUND,OINTMENT,IT-00045,ACTIVE,OINT 10
DMA,IT-00026,Betadine OK 100ml,105434,BETADINE OBAT KUMUR 100ML,URT,GARGLE,IT-00026,ACTIVE,BOK 100
DMA,IT-00028,Betadine OK 190ml,105435,BETADINE OBAT KUMUR 190ML,URT,GARGLE,IT-00028,ACTIVE,BOK 190
DMA,IT-00044,Betadine OI 5mg,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
DMA,IT-00045,Betadine OI 10mg,105437,BETADINE OINTMENT 10GR,WOUND,OINTMENT,IT-00045,ACTIVE,OINT 10
DMA,IT-00047,Betadine OI 20mg,105438,BETADINE OINTMENT 20GR,WOUND,OINTMENT,IT-00047,ACTIVE,OINT 20
DMA,IT-00061,Betadine Sol 5ml,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
DMA,IT-00062,Betadine Sol 15ml,105440,BETADINE SOLUTION 15ML,WOUND,SOLUTIONS,IT-00062,ACTIVE,SOL 15
DMA,IT-00063,Betadine Sol 30ml,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
DMA,IT-00065,Betadine Sol 60ml,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
DMA,IT-00067,Betadine SOL 1Ltr,105443,BETADINE SOLUTION 1L,WOUND,SOLUTIONS,IT-00067,ACTIVE,SOL 1L
DMA,IT-00069,Betadine SOL Galon,105498,BETADINE SOLUTION 1 GALON,WOUND,SOLUTIONS,IT-00069,ACTIVE,SOL 1 GALON
DMA,IT-00074,Betadine SC 100ml,105444,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100
DMA,IT-00081,Betadine VD 100ml PA,105446,BETADINE VAGINAL DOUCHE 100ML (PA),FEMININE,PVPI DOUCHE,IT-00081,ACTIVE,VD 100
DMA,IT-00086,Betadine FH 60ml,105447,BETADINE FEMININE HYGIENE 60ML,FEMININE,PVPI WASH,IT-00086,ACTIVE,FH 60
DMA,UBOK175,Betadine OK 175ml,105435,BETADINE OBAT KUMUR 190ML,URT,GARGLE,UBOK175,ACTIVE,BOK 190
DMA,UBSOL55,Betadine Sol 55ml,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
APL,IASOL60,BETADINE ANTISEPTIC SOLUTION 60ML,105442,BETADINE SOLUTION 60ML,WOUND,SOLUTIONS,IT-00065,ACTIVE,SOL 60
APL,IASOL30,BETADINE ANTISEPTIC SOLUTION 30ML,105441,BETADINE SOLUTION 30ML,WOUND,SOLUTIONS,IT-00063,ACTIVE,SOL 30
APL,IACLE100,BETADINE CLEANSER 100ML,105444,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100
APL,IAGAR190,BETADINE MOUTHWASH & GARGLE 190ML,105435,BETADINE OBAT KUMUR 190ML,URT,GARGLE,IT-00028,ACTIVE,BOK 190
APL,IASOL5,BETADINE ANTISEPTIC SOLUTION 5ML,105439,BETADINE SOLUTION 5ML,WOUND,SOLUTIONS,IT-00061,ACTIVE,SOL 5
APL,IAVDOU,BETADINE VAGINAL DOUCHE 100ML,105446,BETADINE VAGINAL DOUCHE 100ML (PA),FEMININE,PVPI DOUCHE,IT-00081,ACTIVE,VD 100
APL,IAOIN10,BETADINE ANTISEPTIC OINTMENT 10GR,105437,BETADINE OINTMENT 10GR,WOUND,OINTMENT,IT-00045,ACTIVE,OINT 10
APL,IAOIN20,BETADINE ANTISEPTIC OINTMENT 20GR,105438,BETADINE OINTMENT 20GR,WOUND,OINTMENT,IT-00047,ACTIVE,OINT 20
APL,IASOL15,BETADINE ANTISEPTIC SOLUTION 15ML,105440,BETADINE SOLUTION 15ML,WOUND,SOLUTIONS,IT-00062,ACTIVE,SOL 15
APL,IAGAR100,BETADINE MOUTHWASH & GARGLE 100ML,105434,BETADINE OBAT KUMUR 100ML,URT,GARGLE,IT-00026,ACTIVE,BOK 100
APL,IAOIN5,BETADINE ANTISEPTIC OINTMENT 5GR,105436,BETADINE OINTMENT 5GR,WOUND,OINTMENT,IT-00044,ACTIVE,OINT 5
APL,IAFEMH,BETADINE FEMININE HYGIENE 60ML,105447,BETADINE FEMININE HYGIENE 60ML,FEMININE,PVPI WASH,IT-00086,ACTIVE,FH 60
APL,IASOL1000,BETADINE ANTISEPTIC SOLUTION 1000ML,105443,BETADINE SOLUTION 1L,WOUND,SOLUTIONS,IT-00067,ACTIVE,SOL 1L
APL,IAFWGENT150,BETADINE FW GENTLE PRT IMMT 150ML,106006,BETADINE FW IMMORTELLE 150ML,FEMININE,ANGELA LIQUID,,NEW PRODUCT,IMMORTELLE 150ML
APL,IAFWGENT50,BETADINE FW GENTLE PRT IMMT 50ML,106005,BETADINE FW IMMORTELLE 50ML,FEMININE,ANGELA LIQUID,,NEW PRODUCT,IMMORTELLE 50ML
XYZ,BSC250,,BSC250,BETADINE SKIN CLEANSER 250ML,SKIN,SKIN CLEANSER,BSC250,NEW PRODUCT,BSC 250
XYZ,BSC50,,BSC50,BETADINE SKIN CLEANSER 50ML,SKIN,SKIN CLEANSER,BSC50,NEW PRODUCT,BSC 50
PPG,S50020,BETADINE FEMININE HYGIENE 60ML,105447,BETADINE FEMININE HYGIENE 60ML,FEMININE,PVPI WASH,IT-00086,ACTIVE,FH 60
PPG,S50017,BETADINE OBAT KUMUR 100ML,105434,BETADINE OBAT KUMUR 100ML,URT,GARGLE,IT-00026,ACTIVE,BOK 100
PPG,S50019,BETADINE VAGINAL DOUCHE 100ML PA,105446,BETADINE VAGINAL DOUCHE 100ML (PA),FEMININE,PVPI DOUCHE,IT-00081,ACTIVE,VD 100
PPG,S50018,BETADINE OBAT KUMUR 190ML,105435,BETADINE OBAT KUMUR 190ML,URT,GARGLE,IT-00028,ACTIVE,BOK 190
PPG,S50023,BETADINE FW SIRIH BLOSSOM 110ML,105460,BETADINE FW SIRIH RADIANCE BLOSSOM 110ML,FEMININE,HERBALIFE,IT-02801,ACTIVE,SIRIH BLOSSOM 100
PPG,S50025,BETADINE FEMININE WIPES 10'S,105448,BETADINE FEMININE WIPES 10'S,FEMININE,ANGELA WIPES,IT-02785,RE-PIPELINE,WIPES
APL,IABLOSS,BETADINE FW NATURAL - RADIANCE BLOSSOM,105460,BETADINE FW SIRIH RADIANCE BLOSSOM 110ML,FEMININE,HERBALIFE,IT-02801,ACTIVE,SIRIH BLOSSOM 100
APL,IACLRGEL,BETADINE ANTISEPTIC GEL CLEAR,105936,BETADINE CLEAR GEL 10 ML,WOUND,CLEAR,,NEW PRODUCT,CLEAR GEL 10
APL,IACLRSPR,BETADINE ANTISEPTIC SPRAY CLEAR,105935,BETADINE CLEAR SPRAY 30 ML,WOUND,CLEAR,,NEW PRODUCT,CLEAR SPRAY 30
APL,IAFWFRES,BETADINE FW FRESH & ACTIVE LEMON VERBENA,105450,BETADINE FW FOAM FRESH 100ML,FEMININE,ANGELA FOAM,IT-02789,RE-PIPELINE,FOAM FRESH 100
APL,IAFWGENT,BETADINE FW GENTLE PROTECTION IMMORTELLE,105449,BETADINE FW FOAM GENTLE 100ML,FEMININE,ANGELA FOAM,IT-02788,RE-PIPELINE,FOAM GENTLE 100
APL,IAWIPES,BETADINE FEMININE WIPES,105448,BETADINE FEMININE WIPES 10'S,FEMININE,ANGELA WIPES,IT-02785,RE-PIPELINE,WIPES
APL,IAFLOR,BETADINE FW NATURAL FM FLORAL,105461,BETADINE FW SIRIH FIRMING FLORAL 110ML,FEMININE,HERBALIFE,IT-02802,RE-PIPELINE,SIRIH FLORAL 100
APL,IACLE100N,BETADINE CLEANSER 100ML SE,105444SP,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100 SP
APL,IAFWMIST30,BETADINE FW REFRESHING MIST 30ML,105992,BETADINE FW REFRESHING MIST 30ML,FEMININE,RADIANCE,,NEW PRODUCT,MIST 30
APL,IAFWREV150,BETADINE FW REVITAL DAILY 150ML,105991,BETADINE FW REVITAL DAILY 150ML,FEMININE,RADIANCE,,NEW PRODUCT,REV DAILY 150
PPG,S50013-N1,BETADINE SABUN CAIR 100ML - LE,105444SP,BETADINE SKIN CLEANSER 100ML,SKIN,SKIN CLEANSER,IT-00074,ACTIVE,BSC 100 SP
PPG,S50021,BETADINE FEM FOAM GENTLE 100ML,105449,BETADINE FW FOAM GENTLE 100ML,FEMININE,ANGELA FOAM,IT-02788,RE-PIPELINE,FOAM GENTLE 100
PPG,S50022,BETADINE FEM FOAM FRESH 100ML,105450,BETADINE FW FOAM FRESH 100ML,FEMININE,ANGELA FOAM,IT-02789,RE-PIPELINE,FOAM FRESH 100
PPG,S50024,BETADINE FW SIRIH F FLORAL 110ML,105461,BETADINE FW SIRIH FIRMING FLORAL 110ML,FEMININE,HERBALIFE,IT-02802,RE-PIPELINE,SIRIH FLORAL 100
PPG,S50027,BETADINE CLEAR SPRAY 30ML,105935,BETADINE CLEAR SPRAY 30 ML,WOUND,CLEAR,,NEW PRODUCT,CLEAR SPRAY 30
PPG,S50026,BETADINE CLEAR GEL 10ML,105936,BETADINE CLEAR GEL 10 ML,WOUND,CLEAR,,NEW PRODUCT,CLEAR GEL 10
PPG,S50028,BETADINE FEM GENTLE 50ML,106005,BETADINE FW IMMORTELLE 50ML,FEMININE,ANGELA LIQUID,,NEW PRODUCT,IMMORTELLE 50ML
PPG,S50029,BETADINE FEM FOAM GENTLE 150ML,106006,BETADINE FW IMMORTELLE 150ML,FEMININE,ANGELA LIQUID,,NEW PRODUCT,IMMORTELLE 150ML
PPG,S50030,BETADINE FW REFRESHING MIST 30ML,105992,BETADINE FW REFRESHING MIST 30ML,FEMININE,RADIANCE,,NEW PRODUCT,MIST 30
PPG,S50031,BETADINE FW REVITAL DAILY 150ML,105991,BETADINE FW REVITAL DAILY 150ML,FEMININE,RADIANCE,,NEW PRODUCT,REV DAILY 150
,,,105099,BETADINE SKIN CLEANSER 250ML,SKIN,SKIN CLEANSER,,NEW PRODUCT,BSC 250
,,,105991,BETADINE FW REVITAL DAILY 150ML,FEMININE,RADIANCE,,NEW PRODUCT,REV DAILY 150
,,,105992,BETADINE FW REFRESHING MIST 30ML,FEMININE,RADIANCE,,NEW PRODUCT,MIST 30
,,,106168,BETADINE CLEAR ANTISEPTIC LIQUID 5ML,WOUND,CLEAR,,NEW PRODUCT,CLEAR LIQUID 5
,,,NPD2,BETADINE OBAT KUMUR 50ML,URT,GARGLE,,NEW PRODUCT,BOK 50
,,,106111,BETADINE SKIN CLEANSER 60ML,SKIN,SKIN CLEANSER,,NEW PRODUCT,BSC 60
,,,NPD4,BETADINE SKIN CLEANSER 190ML,SKIN,SKIN CLEANSER,,NEW PRODUCT,BSC 190
DMA,LBSKA,(*)BETADINE SOL KIDS 5 ML,105439,BETADINE SOLUTION KIDS 5ML,WOUND,SOLUTIONS,UBESOLK,DISCONTINUE,SOL 5 KIDS
DMA,PBPDA,(*)BET. PLESTER AMPLOP 10,104806,BETADINE PLASTER,WOUND,PLASTER,,DISCONTINUE,PLASTER
DMA,IT-01551,Betadine ST 10's 2's,NA,ST,OTHERS,OTHERS,,DISCONTINUE,ST
DMA,UBESOLK,Betadine SOL Kids 5ml,105439,BETADINE SOLUTION KIDS 5ML,WOUND,SOLUTIONS,UBESOLK,DISCONTINUE,SOL 5 KIDS
DMA,IT-00083,Betadine VD 225ml TA,105446,BETADINE VAGINAL DOUCHE 225ML,FEMININE,PVPI DOUCHE,IT-00083,DISCONTINUE,VD 225
DMA,IT-00075,Betadine SC 1Ltr,105445,BETADINE SKIN CLEANSER 1L,SKIN,SKIN CLEANSER,IT-00075,DISCONTINUE,BSC 1L
DMA,IT-00077,Betadine SC Galon,105480,BETADINE SKIN CLEANSER 1GAL,SKIN,SKIN CLEANSER,IT-00077,DISCONTINUE,BSC 1 GALON
DMA,IT-00080,Betadine VD 100ml TA,105446,BETADINE VAGINAL DOUCHE 100ML (TA),FEMININE,PVPI DOUCHE,IT-00080,DISCONTINUE,VD 100
DMA,IT-00073,Betadine SC 60ml,105476,BETADINE SKIN CLEANSER 60ML,SKIN,SKIN CLEANSER,IT-00073,NEW PRODUCT,BSC 60
DMA,LKLAA,KLARENS CALMING MUSK 60ML,NA,KLARENS,OTHERS,OTHERS,IT-02803,DISCONTINUE,KLARENS
DMA,LKLAB,KLARENS PINK ROSE 60ML,NA,KLARENS,OTHERS,OTHERS,IT-02804,DISCONTINUE,KLARENS
DMA,SGUAR,GUARDIX 3 GR,NA,GUARDIX,OTHERS,OTHERS,1007948,DISCONTINUE,GUARDIX
DMA,TAKYN,AKYNZEO 300MG/0.5MG,NA,AKYNZEO,OTHERS,OTHERS,1006704,DISCONTINUE,AKYNZEO
DMA,TPALO,PALOXI 50 MCG/ML,NA,PALOXI,OTHERS,OTHERS,1006694,DISCONTINUE,PALOXI
PPG,K40030,KLARENS CALMING MUSK 60ML,NA,KLARENS,OTHERS,OTHERS,IT-02803,DISCONTINUE,KLARENS
PPG,K40031,KLARENS PINK ROSE 60ML,NA,KLARENS,OTHERS,OTHERS,IT-02804,DISCONTINUE,KLARENS
PPG,K40034,KLARENS CALMING MUSK 60ML - FT,NA,KLARENS,OTHERS,OTHERS,IT-02803,DISCONTINUE,KLARENS
PPG,K40035,KLARENS ROSE PINK 60ML - FT,NA,KLARENS,OTHERS,OTHERS,IT-02804,DISCONTINUE,KLARENS
MBS,IT-02803,KLARENS CALMING MUSK 60 ML,NA,KLARENS,OTHERS,OTHERS,,DISCONTINUE,KLARENS
MBS,IT-02804,KLARENS PINK ROSE 60 ML,NA,KLARENS,OTHERS,OTHERS,,DISCONTINUE,KLARENS
DMA,1006694,Paloxi,NA,PALOXI,OTHERS,OTHERS,,DISCONTINUE,PALOXI
PPG,1006704,Akynzeo,NA,AKYNZEO,OTHERS,OTHERS,,DISCONTINUE,AKYNZEO
MEDQUEST,1007949,Guardix SG 6G,NA,GUARDIX,OTHERS,OTHERS,,DISCONTINUE,GUARDIX
MEDQUEST,1007948,Guardix SG 3G,NA,GUARDIX,OTHERS,OTHERS,,DISCONTINUE,GUARDIX
KFTD,1007654,OXYNORM INJECTION 10 mg / 1 ml,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,1005627,OXYNEO 15 MG @ 28 TABLET,NA,OXYNEO,OTHERS,OTHERS,,DISCONTINUE,OXYNEO
KFTD,1005624,OXYNEO 10 MG @ 28 TABLET,NA,OXYNEO,OTHERS,OTHERS,,DISCONTINUE,OXYNEO
KFTD,1004700,OXYNORM KAPSUL 10 MG @ 28 KAPSUL,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,1004538,OXYNORM KAPSUL 5 MG @ 28 KAPSUL,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,1005628,OXYNEO 20 MG @ 28 TABLET,NA,OXYNEO,OTHERS,OTHERS,,DISCONTINUE,OXYNEO
KFTD,1005797,OXYNORM KAPSUL 20 MG @ 28 KAPSUL,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,1005794,OXYNORM INJECTION 20 mg / 2 ml,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,11001383,OXYNORM LARUTAN ORAL 120 ML,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
KFTD,11001384,OXYNORM LARUTAN ORAL 250 ML,NA,OXYNORM,OTHERS,OTHERS,,DISCONTINUE,OXYNORM
DMA,LCNSA,BET COLD DEF NASAL SPRAY,105044,BETADINE COLD DEFENCE NASAL SPRAY,URT,NASAL SPRAY,1007283,DISCONTINUE,NASAL SPRAY
DMA,LCNSB,BET KIDS C DEF NASALSPRAY,105044,BETADINE KIDS COLD DEFENCE NASAL SPRAY,URT,NASAL SPRAY,1007284,DISCONTINUE,NASAL SPRAY KIDS
PPG,L10001,BETADINE NASAL SPRAY,105044,BETADINE COLD DEFENCE NASAL SPRAY,URT,NASAL SPRAY,1007283,DISCONTINUE,NASAL SPRAY
PPG,L10002,BETADINE KIDS NASAL SPRAY,105044,BETADINE KIDS COLD DEFENCE NASAL SPRAY,URT,NASAL SPRAY,1007284,DISCONTINUE,NASAL SPRAY KIDS
